Sponsor Submitted Date,Proposal State,Principal Investigator,Last Name,First Name,Lead Department,Proposal Title,Prime Sponsor,Proposal Requested Total Amt,CO PI Name
2/2/2022,Pending Sponsor Review,Gary Ackerman,Ackerman,Gary,010 Center for Advanced Red Teaming,SFOP8429 - Preventing Radical Insider Nuclear Threats (PRINTs) through Mitigation and Engagement,US Department of State,203979,Brandon Behlendorf
2/2/2022,Pending Sponsor Review,Gary Ackerman,Ackerman,Gary,010 Center for Advanced Red Teaming,SFOP8433 - Technology Horizon Observation and Risk Mitigation Engagements (THORME),US Department of State,259352,Brandon Behlendorf
2/2/2022,Pending Sponsor Review,Thomas Begley,Begley,Thomas,010 Biology,Stress-induced base pairing and gene regulatory rules for RNA modifications,National Institutes of Health,2629771,
2/3/2022,Not Funded,Kenneth Halvorsen,Halvorsen,Kenneth,010 The RNA Institute,Optimizing Enhanced Hammerhead Ribozymes for Retinal Nucleic Acid Therapeutics,National Institutes of Health,1029142,Sweta Vangaveti : Jia Sheng
2/3/2022,Pending Sponsor Review,Donald Boyd,Boyd,Donald,010 Center for Policy Research,The Role of a Large Federal Cash Transfer Program in Reducing Barriers to Vaccination Among Low-SES Americans,National Institutes of Health,1317110,Yimeng Yin
2/3/2022,Pending Sponsor Review,Samantha Friedman,Friedman,Samantha,010 Sociology,Redlining Policy and Later-Life Mortality: An Exploratory Analysis of the Linked HRS-1940 Census Data,National Institutes of Health,39991,
2/4/2022,Not Funded,Yaoze Liu,Liu,Yaoze,010 Envir & Sust Engr,Understanding the impacts of crop production using recycled wastewater with various irrigation practices on food and environmental sustainability,National Science Foundation,449990,
2/4/2022,Pending Sponsor Review,Bum-Kyu Lee,Lee,Bum-Kyu,010 Biomedical Science,Unraveling the roles of trophoblast-specific lncRNAs in human trophoblast lineage differentiation,National Institutes of Health,1955000,Jason Herschkowitz
2/4/2022,Pending Sponsor Review,Igor Lednev,Lednev,Igor,010 The RNA Institute,Protype Development of Body Fluid Identification Software,FuzeHub,50000,
2/7/2022,Awarded,John Welch,Welch,John,010 Chemistry,Tetrafluorosulfanyl-containing Polymer Prototypes,FuzeHub,49996,
2/7/2022,Awarded,Maria Dolores Cimini,Cimini,Maria Dolores,010 Educational and Counseling Psychology,Project ACCESS (1H79SP082142 Continuation),Substance Abuse & Mental Health Services Admin,196993,Jessica Martin
2/7/2022,Not Funded,Andrea Lang,Lang,Andrea,010 Atmospheric and Environmental Sciences,Examining the Impact of Stratospheric Vortex Variability on US Surface Temperatures,NASA Headquarters,150000,
2/7/2022,Pending Sponsor Review,Haijun Chen,Chen,Haijun,010 Biology,Roles of K2P1 channels in hypokalemia-induced cardiac arrhythmias,National Institutes of Health,1924851,
2/8/2022,Pending Sponsor Review,Kenneth Halvorsen,Halvorsen,Kenneth,010 The RNA Institute,Mapping RNA sequence to dynamic structure using high-throughput single-molecule probing (Jibin AbrahamPunnoose),National Institutes of Health,943128,Jibin Abraham Punnoose
2/9/2022,Pending Sponsor Review,ArunRichard Chandrasekaran,Chandrasekaran,ArunRichard,010 The RNA Institute,Engineering Synthetic  Multifunctional DNA Nanostructures: A Cross-disciplinary Approach to Cancer Drug Delivery,National Institutes of Health,428691,Jason Herschkowitz
2/11/2022,Pending Sponsor Review,Damian Zuloaga,Zuloaga,Damian,010 Psychology,Postpartum regulation of CRFR1 and CRFR2 expression in oxytocin neurons,National Institutes of Health,156250,
2/11/2022,Pending Sponsor Review,Mariola Moeyaert,Moeyaert,Mariola,010 Educational and Counseling Psychology,Comparative Effectiveness of Parent Education to Optimize Child Outcomes in Early Childhood,National Institutes of Health,368138,
2/15/2022,Pending Sponsor Review,Alexander Khmaladze,Khmaladze,Alexander,010 Physics,Mitochondrial Dynamics in Methamphetamine and SARS-COV-2 Induced Neuropathology,National Institutes of Health,150000,
2/15/2022,Pending Sponsor Review,Damian Zuloaga,Zuloaga,Damian,010 Psychology,Effects of methamphetamine during development on corticotropin releasing factor receptors and stress related behaviors,National Institutes of Health,156250,
2/15/2022,Pending Sponsor Review,Eric Hardiman,Hardiman,Eric,010 School of Social Welfare,Fostering Social Work Leadership in the New Economy,New York Community Trust,99930,
2/16/2022,Not Funded,Yaoze Liu,Liu,Yaoze,010 Envir & Sust Engr,An integrated agro-ecosystem concept for improving long-term Food-Energy-Water (FEW) system sustainability,National Science Foundation,449974,
2/16/2022,Pending Sponsor Review,ArunRichard Chandrasekaran,Chandrasekaran,ArunRichard,010 The RNA Institute,DNA Nanostructures as Drug Screening and Delivery Vehicles for Myotonic Dystrophy,National Institutes of Health,156250,
2/16/2022,Pending Sponsor Review,Jayanti Pande,Pande,Jayanti,010 Chemistry,Probing the specific interactions of AlphaA- crystallin and its aging- and cataract-associated forms with lens cell membrane mimics,National Institutes of Health,429625,
2/17/2022,Not Funded,Rixiang Huang,Huang,Rixiang,010 Envir & Sust Engr,Understanding and modeling phosphorus cycle perturbation by wildfires: from the molecule to the ecosystem,US Department of Energy,999997,Yaoze Liu
2/18/2022,Awarded,Robert Fovell,Fovell,Robert,010 Atmospheric and Environmental Sciences,2022-2023: Improving Real-Time Forecasting Skill for the Western United States,Atmospheric Data Solutions LLC,100000,
2/18/2022,Not Funded,Brian Hong-An Tang,Tang,Brian Hong-An,010 Atmospheric and Environmental Sciences,Measuring Ventilation in Tropical Cyclones using Observations from the NAQSA TROPICS Mission,NASA Headquarters,150000,
2/18/2022,Pending Sponsor Review,Mohammed Agamy,Agamy,Mohammed,010 Electrical & Comp Engr,Compact High Efficiency Unified Power Flow Controller for Hybrid PV and Energy Storage Systems,US Department of Energy,50000,
2/18/2022,Pending Sponsor Review,Ting Wang,Wang,Ting,010 Chemistry,Design  synthesis and study of photoactive molecules,National Institutes of Health,1857238,
2/22/2022,Awarded,Shaghayegh Sahebi,Sahebi,Shaghayegh,010 Computer Science,REU: CAREER: Time-Aware Multi-Objective Recommendation in Online Learning Environments,National Science Foundation,16000,
2/23/2022,Awarded,Gary Ackerman,Ackerman,Gary,010 Center for Advanced Red Teaming,CART Support to the Office of Mobile Security Deployments at the U.S. Dept of State Bureau of Diplomatic Security,US Department of State,75774,Stephen  Coulthart
2/24/2022,Not Funded,Kyoung-Yeol Kim,Kim,Kyoung-Yeol,010 Envir & Sust Engr,A new electrochemical volatile fatty acid (VFA) recovery method from wastewater using activated carbon-based membrane electrodes,National Science Foundation,398701,
2/25/2022,Pending Sponsor Review,Carolyn MacDonald,MacDonald,Carolyn,010 Physics,A high-sensitivity ultrahigh-definition x-ray imaging detector,NASA Goddard Space Flight Center,40000,Jonathan Petruccelli
2/25/2022,Pending Sponsor Review,Theresa Pardo,Pardo,Theresa,010 Vice President Research,Downstate Center for the Elimination of Cancer Disparities (DECADE),National Science Foundation,537134,Annis Golden : Masahiro Yamamoto
2/28/2022,Awarded,Ashley Fox,Fox,Ashley,010 Public Administration & Policy,Survey on Vaccine Intention  Health-protective Behaviors  and Public Trust in Government in South Korea in the COVID-19 Pandemic,Academy of Korean Studies,21000,
2/28/2022,Not Funded,Andrei Lapenas,Lapenas,Andrei,010 Geography & Planning,Collaborative Studies: ORCC: Temperature rise in the boreal forest: Mechanistic thresholds & modelled predicitons across space & time for bellwether species (wite & red spruce).,National Science Foundation,386438,
2/28/2022,Pending Sponsor Review,Kathleen Strully,Strully,Kathleen,010 Sociology,Neighborhood Social Isolation and Opioid Use Disorder among Older Adults:  Longitudinal Analyses Using Medicare Data,National Institutes of Health,414803,Tomoko Schaller
3/1/2022,Pending Sponsor Review,Aiguo Dai,Dai,Aiguo,010 Atmospheric and Environmental Sciences,Understanding the Role of Subpolar Sea Ice in Atlantic Multidecadal Osscillation (AMO) and Atlantic Meridional Overturning Circulation,US Department of Energy,789407,
3/1/2022,Pending Sponsor Review,Alex Valm,Valm,Alex,010 Biology,Functional biogeography of the peri-implant ecosystem in health and during transition to disease,Ohio State University,414771,
3/1/2022,Pending Sponsor Review,Haijun Chen,Chen,Haijun,010 Biology,Roles of K2P1 channels in hypokalemia-induced cardiac arrhythmias,American Heart Association Incorporated,300000,
3/2/2022,Awarded,Mustafa Aksoy,Aksoy,Mustafa,010 Electrical & Comp Engr,Enabling Low-power Smart Sensors with Machine Learning Calibration,NASA Headquarters,70977,
3/2/2022,Pending Sponsor Review,Sanjay Goel,Goel,Sanjay,010 FACETS,Blackstone LaunchPad Ideas Competition Grant Award,Blackstone Charitable Foundation,5000,
3/4/2022,Awarded,Mayra Santiago,Santiago,Mayra,010 Office of Access and Academic Support,University at Albany's Summer Youth Institute,Bank of America Charitable Foundation,50000,
3/8/2022,Awarded,Margaret Gullick,Gullick,Margaret,010 Center for Human Services Research,CQII create+equity Collaborative Implementation Progress Evaluation,Health Research Inc,49935,
3/8/2022,Pending Sponsor Review,Alejandra Bronfman,Bronfman,Alejandra,010 Latin American/Caribbean & US Latino Studies,Remediated Islands  Puerto Rico,Research Foundation of CUNY,20000,
3/8/2022,Pending Sponsor Review,Ashley Fox,Fox,Ashley,010 Center for Policy Research,Evaluating Medicaid Postpartum Coverage Extensions through an Equity Lens,National Institutes of Health,253943,
3/8/2022,Pending Sponsor Review,June Mastan,Mastan,June,010 Professional Development Program,IFB # 1081 Prevention Unit - Contracted Program Managers,NYS Office of Children and Family Services,298776,
3/8/2022,Pending Sponsor Review,Mitchell Earleywine,Earleywine,Mitchell,010 Psychology,Psilocybin for Smoking Cessation Project,Sintalica Corporation,23400,
3/9/2022,Pending Sponsor Review,Craig Ferguson,Ferguson,Craig,010 Atmospheric Sciences Research Center,Elevated land surface heat anomalies as sources of U.S. summer hydroclimate predictability: E3SMv2 low-level jet and precursor event sensitivities,US Department of Energy,689999,
3/11/2022,Pending Sponsor Review,Jiping Liu,Liu,Jiping,010 Atmospheric and Environmental Sciences,Improving the representation of sea spray's effect on surface energy budget in the Southern Ocean in E3SM,US Department of Energy,837709,
3/14/2022,Awarded,Gary Ackerman,Ackerman,Gary,010 Center for Advanced Red Teaming,Anticipating Terrorist Technology Adoption,US Department of Homeland Security,311857,
3/14/2022,Pending Sponsor Review,James Boswell,Boswell,James,010 Psychology,The Consumer-Therapist-Connector,National Institutes of Health,40000,
3/14/2022,Pending Sponsor Review,Stephen  Coulthart,Coulthart,Stephen,010 Emergency Management,Strengthening Open Source Intelligence Training for DHS & Partners' Counterterrorism Workforce,University of Nebraska Omaha,189800,
3/14/2022,Pending Sponsor Review,Victor Asal,Asal,Victor,010 Center for Policy Research,The Terrorist Drone Operations Dataset: Technology Transfer and Deployment,US Department of Homeland Security,188599,
3/16/2022,Awarded,Matthew Crayne,Crayne,Matthew,010 Management,Psychological trauma incidence in security and terrorism researchers,US Department of Homeland Security,302728,
3/16/2022,Pending Sponsor Review,Bijan Dey,Dey,Bijan,010 The RNA Institute,N6-Methyladenosine Methylome in Duchenne Muscular Dystrophy,National Institutes of Health,429750,
3/18/2022,Awarded,Brian Keough,Keough,Brian,010 University Library,Increasing Access to the History of Political Movements in New York State,NYS Archives,10381,
3/18/2022,Awarded,Tomoko Schaller,Schaller,Tomoko,010 Center for Collaborative HIV Research in Practice and Policy,HIV Studies Unit 2022-2023,Health Research Inc,247227,
3/21/2022,Pending Sponsor Review,Thomas Begley,Begley,Thomas,010 Biology,Epitranscriptome and translational dysfunction as drivers of cancer: The EpiCode platform for discovery of therapeutic targets and biomarkers,Massachusetts Institute of Technology,89720,
3/22/2022,Awarded,Gabriele Fuchs,Fuchs,Gabriele,010 Biology,Regulation of stem cell differentiation during Drosophila oogenesis,National Institutes of Health,32911,
3/22/2022,Awarded,Gary Ackerman,Ackerman,Gary,010 Center for Advanced Red Teaming,CAOE Education Project: The Future of the Risk Sciences in Homeland Security Workshop,Arizona Board of Regents,75718,Brandon Behlendorf
3/22/2022,Awarded,Kristin Christodulu,Christodulu,Kristin,010 Center for Autism and Related Disabilities,OPWDD family support 2022,NYS Office For People with Dev Disabilities,62034,
3/22/2022,Pending Sponsor Review,Unal Tatar,Tatar,Unal,010 Dean's Office - CEHC,Partnership for Racial Equipty (PaREty) in Data Science and Cybersecurity,National Science Foundation,1889717,Alex Kumi-Yeboah : Lijun Ni
3/23/2022,Awarded,Christopher Thorncroft,Thorncroft,Christopher,010 Atmospheric Sciences Research Center,Center of Excellence in Atmospheric & Environmental Prediction and Innovation 2022-23,NYS Department of Economic Development,800000,Jan Woodcock
3/23/2022,Awarded,Fangqun Yu,Yu,Fangqun,010 Atmospheric Sciences Research Center,Develop modeling capabilities to enable scientific investigation of aircraft and other engine emissions and aerosols and their influence on atmospheric processes important for the Earth's climate,SilverLining Incorporated,200000,
3/23/2022,Awarded,Gabriele Fuchs,Fuchs,Gabriele,010 Biology,Role of RNA degradation in germline stem cell to oocyte transition,National Institutes of Health,20286,
3/23/2022,Not Funded,June Mastan,Mastan,June,010 Professional Development Program,IFB # 1087 Family First Contracted Project Manager,NYS Office of Children and Family Services,171744,
3/23/2022,Pending Sponsor Review,Alex Greer,Greer,Alex,010 Dean's Office - CEHC,Collaborative Research: The long-term influence of post-buyout land management decisions on a community resilience,National Science Foundation,235633,
3/23/2022,Pending Sponsor Review,Alex Greer,Greer,Alex,010 Dean's Office - CEHC,Resilience and Equity in Atlantic and Gulf Urban Areas (ShoreAgua),National Science Foundation,1957720,Christopher Thorncroft : Ryan Torn : Eric Stern
3/23/2022,Pending Sponsor Review,Fangqun Yu,Yu,Fangqun,010 Atmospheric Sciences Research Center,Improving the representation of aerosol size distributions and mixing states and aerosol-cloud interactions in E3SM,US Department of Energy,630000,Arshad Nair : Gan Luo
3/23/2022,Pending Sponsor Review,Jaime Puccioni,Puccioni,Jaime,010 Department of Literacy Teaching & Learning,Reading wars reignited: (Social) media and the science of reading in education policy,Spencer Foundation,478817,
3/24/2022,Pending Sponsor Review,Archana Krishnan,Krishnan,Archana,010 Communication,Longitudinal Text Messaging Educational Campaign to Increase PrEP Prescription among Medical Providers in Orange County  Florida,National Institutes of Health,40764,
